Date	Water vapor H2O (vol-%)	Residual	Carbon dioxide CO2 (ppm)	Residual	Methane CH4 (ppm)	Residual	Nitrous oxide N2O (ppm)	Residual	Ammonia NH3 (ppm)	Residual	Carbon monoxide CO (ppm)	Residual	Ambient pressure (mbar)	Residual	Interferometer temperature (°C)	Residual	Detector temperature (-°C)	Residual	IFG peak height (V)	Residual	IFG Center ()	Residual	Spectrum file	Library fileDate	Water vapor H2O (vol-%)	Residual	Carbon dioxide CO2 (ppm)	Residual	Methane CH4 (ppm)	Residual	Nitrous oxide N2O (ppm)	Residual	Ammonia NH3 (ppm)	Residual	Carbon monoxide CO (ppm)	Residual	Ambient pressure (mbar)	Residual	Interferometer temperature (Â°C)	Residual	Detector temperature (-Â°C)	Residual	IFG peak height (V)	Residual	IFG Center ()	Residual	Spectrum file	Library file
2009-10-23 21:16:30	0.83	0.0020	374.97	0.0011	1.00	0.0030	0.325	0.0008	0.01	0.0008	0.43	0.0008	957.00	0	21.96	0	37.15	0	3.18	0	2655.83179531	0	Spectrum_000068.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:16:51	0.87	0.0022	379.33	0.0011	0.99	0.0029	0.326	0.0009	0.00	0.0008	0.45	0.0008	957.00	0	21.97	0	37.16	0	3.21	0	2662.07065891	0	Spectrum_000069.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:17:13	0.73	0.0020	371.43	0.0011	1.04	0.0030	0.325	0.0007	0.01	0.0008	0.45	0.0008	957.00	0	22.00	0	37.15	0	3.17	0	2665.98871132	0	Spectrum_000070.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:17:34	0.78	0.0022	377.45	0.0011	0.95	0.0027	0.324	0.0009	0.01	0.0009	0.44	0.0009	957.00	0	21.92	0	37.15	0	3.21	0	2654.33735564	0	Spectrum_000071.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:17:55	0.87	0.0020	379.04	0.0011	1.08	0.0028	0.328	0.0008	0.02	0.0009	0.45	0.0008	957.00	0	21.96	0	37.15	0	3.17	0	2652.07091369	0	Spectrum_000072.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:18:17	0.87	0.0021	384.14	0.0010	1.02	0.0029	0.319	0.0008	0.00	0.0007	0.46	0.0008	957.00	0	21.90	0	37.15	0	3.19	0	2650.45547196	0	Spectrum_000073.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:18:38	0.80	0.0020	376.01	0.0010	1.02	0.0029	0.322	0.0008	0.02	0.0010	0.45	0.0007	957.00	0	21.91	0	37.16	0	3.16	0	2662.05004407	0	Spectrum_000074.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:18:59	0.83	0.0023	380.51	0.0011	0.98	0.0030	0.328	0.0009	0.01	0.0010	0.43	0.0007	957.00	0	21.98	0	37.15	0	3.19	0	2658.91783347	0	Spectrum_000075.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:19:20	0.84	0.0022	383.14	0.0011	1.00	0.0029	0.320	0.0009	0.00	0.0008	0.45	0.0008	957.00	0	21.98	0	37.15	0	3.23	0	2655.82249547	0	Spectrum_000076.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:19:42	0.84	0.0021	374.10	0.0011	1.01	0.0028	0.322	0.0008	0.00	0.0009	0.47	0.0009	957.00	0	21.94	0	37.14	0	3.21	0	2665.44333796	0	Spectrum_000077.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:20:03	0.80	0.0022	386.34	0.0011	1.02	0.0029	0.327	0.0008	0.00	0.0010	0.44	0.0008	957.00	0	21.95	0	37.16	0	3.20	0	2650.92820707	0	Spectrum_000078.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:20:24	0.85	0.0022	382.79	0.0012	1.02	0.0029	0.321	0.0008	0.00	0.0007	0.45	0.0009	957.00	0	21.85	0	37.15	0	3.20	0	2656.27852691	0	Spectrum_000079.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:20:45	0.75	0.0020	369.95	0.0010	0.99	0.0031	0.323	0.0008	0.02	0.0010	0.48	0.0008	957.00	0	22.01	0	37.15	0	3.21	0	2660.94986525	0	Spectrum_000080.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:21:06	0.84	0.0021	388.69	0.0011	1.09	0.0028	0.323	0.0009	0.01	0.0008	0.45	0.0008	957.00	0	21.97	0	37.16	0	3.18	0	2667.05087651	0	Spectrum_000081.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:21:28	0.85	0.0020	374.68	0.0011	0.98	0.0028	0.324	0.0008	0.01	0.0009	0.46	0.0008	957.00	0	21.95	0	37.15	0	3.22	0	2665.24199949	0	Spectrum_000082.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:21:49	0.86	0.0022	385.26	0.0011	1.02	0.0027	0.329	0.0008	0.00	0.0010	0.46	0.0007	957.00	0	21.89	0	37.15	0	3.22	0	2662.18107465	0	Spectrum_000083.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:22:10	0.78	0.0022	378.73	0.0011	1.01	0.0029	0.331	0.0008	0.01	0.0008	0.43	0.0008	957.00	0	21.91	0	37.15	0	3.16	0	2656.17710212	0	Spectrum_000084.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:22:31	0.86	0.0022	374.94	0.0010	1.04	0.0027	0.322	0.0008	0.00	0.0008	0.46	0.0009	957.00	0	21.89	0	37.15	0	3.16	0	2656.49551162	0	Spectrum_000085.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:22:52	0.83	0.0021	367.15	0.0011	0.99	0.0030	0.324	0.0008	0.01	0.0007	0.45	0.0009	957.00	0	21.93	0	37.15	0	3.21	0	2645.12162911	0	Spectrum_000086.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:23:14	0.76	0.0020	393.79	0.0011	0.99	0.0027	0.328	0.0009	0.04	0.0011	0.48	0.0007	957.00	0	21.93	0	37.15	0	3.22	0	2664.98083584	0	Spectrum_000087.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:23:35	0.87	0.0019	386.75	0.0011	1.00	0.0030	0.327	0.0008	0.01	0.0009	0.46	0.0007	957.00	0	21.86	0	37.16	0	3.20	0	2648.82265446	0	Spectrum_000088.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
2009-10-23 21:23:56	0.85	0.0020	380.23	0.0011	0.96	0.0031	0.321	0.0009	0.02	0.0011	0.41	0.0008	957.00	0	21.86	0	37.15	0	3.16	0	2639.72575541	0	Spectrum_000089.spe	SN163372_GAS-APP-006_c12_18_Rev1_PDA.LIB
